schedule_date,schedule_season,schedule_week,schedule_playoff,team_home,score_home,score_away,team_away,team_favorite_id,spread_favorite,over_under_line,stadium,stadium_neutral,weather_temperature,weather_wind_mph,weather_humidity,weather_detail,home_favorite,away_favorite,over,team_away_current_win_pct,team_home_current_win_pct,team_home_lastseason_win_pct,team_away_lastseason_win_pct,team_home_division,team_away_division,division_game,elo_prob1,elo_prob2,result
2001-09-09,2001,1,0,BAL,17.0,6.0,CHI,BAL,-10.5,33.5,M&T Bank Stadium,0,72.0,6.0,79,,1,0,0.0,0.0,0.0,0.75,0.3125,AFC North,NFC North,0,0.847022534,0.152977466,1
2009-12-20,2009,15,0,BAL,31.0,7.0,CHI,BAL,-11.0,39.0,M&T Bank Stadium,0,30.0,12.0,68,,1,0,0.0,0.38461538461538464,0.5384615384615384,0.6875,0.5625,AFC North,NFC North,0,0.7814793409999999,0.21852065899999998,1
2017-10-15,2017,6,0,BAL,24.0,27.0,CHI,BAL,-6.5,38.5,M&T Bank Stadium,0,73.0,10.0,,,1,0,1.0,0.2,0.6,0.5,0.1875,AFC North,NFC North,0,0.7514554040000001,0.248544596,0
2002-09-29,2002,4,0,BUF,33.0,27.0,CHI,BUF,-3.0,46.5,Ralph Wilson Stadium,0,57.0,9.0,76,,1,0,1.0,0.6666666666666666,0.3333333333333333,0.1875,0.8125,AFC East,NFC North,0,0.401822955,0.598177045,1
2010-11-07,2010,9,0,BUF,19.0,22.0,CHI,CHI,-3.0,41.5,Rogers Centre,1,72.0,0.0,,DOME,0,1,0.0,0.5714285714285714,0.0,0.375,0.4375,AFC East,NFC North,0,0.42148780799999996,0.578512192,0
2018-11-04,2018,9,0,BUF,9.0,41.0,CHI,CHI,-10.5,38.0,New Era Field,0,49.0,12.0,,,0,1,1.0,0.5714285714285714,0.25,0.5625,0.3125,AFC East,NFC North,0,0.462367825,0.537632175,0
2001-10-21,2001,6,0,CIN,0.0,24.0,CHI,CIN,-1.0,36.0,Paul Brown Stadium,0,60.0,8.0,74,,1,0,0.0,0.75,0.6,0.25,0.3125,AFC North,NFC North,0,0.5086323970000001,0.491367603,0
2009-10-25,2009,7,0,CIN,45.0,10.0,CHI,CHI,-2.0,43.0,Paul Brown Stadium,0,55.0,5.0,68,,0,1,1.0,0.6,0.6666666666666666,0.26666666666666666,0.5625,AFC North,NFC North,0,0.510993072,0.48900692799999995,1
2017-12-10,2017,14,0,CIN,7.0,33.0,CHI,CIN,-6.0,40.5,Paul Brown Stadium,0,31.0,11.0,,,1,0,0.0,0.25,0.4166666666666667,0.4,0.1875,AFC North,NFC North,0,0.710366043,0.289633957,0
2005-10-09,2005,5,0,CLE,20.0,10.0,CHI,CLE,-3.0,35.0,FirstEnergy Stadium,0,53.0,11.0,81,,1,0,0.0,0.3333333333333333,0.3333333333333333,0.25,0.3125,AFC North,NFC North,0,0.584962116,0.41503788399999997,1
2013-12-15,2013,15,0,CLE,31.0,38.0,CHI,CLE,-1.0,44.0,FirstEnergy Stadium,0,25.0,12.0,82,Snow,1,0,1.0,0.5384615384615384,0.3076923076923077,0.3125,0.625,AFC North,NFC North,0,0.36843214700000004,0.631567853,0
2004-11-25,2004,12,0,DAL,21.0,7.0,CHI,DAL,-3.5,36.0,Texas Stadium,0,47.0,12.0,57,,1,0,0.0,0.4,0.3,0.625,0.4375,NFC East,NFC North,0,0.503541604,0.496458396,1
2010-09-19,2010,2,0,DAL,20.0,27.0,CHI,DAL,-7.0,41.5,Cowboys Stadium,0,72.0,0.0,,DOME,1,0,1.0,1.0,0.0,0.6875,0.4375,NFC East,NFC North,0,0.70158276,0.29841724,0
2012-10-01,2012,4,0,DAL,18.0,34.0,CHI,DAL,-3.0,41.5,Cowboys Stadium,0,80.0,6.0,,,1,0,1.0,0.6666666666666666,0.6666666666666666,0.5,0.5,NFC East,NFC North,0,0.5670295870000001,0.43297041299999994,0
2016-09-25,2016,3,0,DAL,31.0,17.0,CHI,DAL,-6.5,45.0,Cowboys Stadium,0,72.0,0.0,,DOME,1,0,1.0,0.0,0.5,0.25,0.375,NFC East,NFC North,0,0.66795089,0.33204911,1
2001-12-09,2001,13,0,GB,17.0,7.0,CHI,GB,-5.5,37.5,Lambeau Field,0,28.0,10.0,72,,1,0,0.0,0.8181818181818182,0.7272727272727273,0.5625,0.3125,NFC North,NFC North,1,0.652718879,0.347281121,1
2002-12-01,2002,13,0,GB,30.0,20.0,CHI,GB,-9.5,37.5,Lambeau Field,0,19.0,12.0,58,,1,0,1.0,0.2727272727272727,0.7272727272727273,0.75,0.8125,NFC North,NFC North,1,0.809018624,0.190981376,1
2003-12-07,2003,14,0,GB,34.0,21.0,CHI,GB,-7.5,39.0,Lambeau Field,0,28.0,10.0,80,,1,0,1.0,0.4166666666666667,0.5,0.75,0.25,NFC North,NFC North,1,0.715452017,0.284547983,1
2004-09-19,2004,2,0,GB,10.0,21.0,CHI,GB,-9.0,41.0,Lambeau Field,0,65.0,11.0,62,,1,0,0.0,0.0,1.0,0.625,0.4375,NFC North,NFC North,1,0.8015620809999999,0.198437919,0
2005-12-25,2005,16,0,GB,17.0,24.0,CHI,CHI,-7.0,31.0,Lambeau Field,0,34.0,10.0,85,,0,1,1.0,0.7142857142857143,0.21428571428571427,0.625,0.3125,NFC North,NFC North,1,0.408888229,0.591111771,0
2006-09-10,2006,1,0,GB,0.0,26.0,CHI,CHI,-3.5,35.0,Lambeau Field,0,56.0,11.0,62,,0,1,0.0,0.0,0.0,0.25,0.6875,NFC North,NFC North,1,0.520027526,0.479972474,0
2007-10-07,2007,5,0,GB,20.0,27.0,CHI,GB,-3.5,40.5,Lambeau Field,0,76.0,8.0,74,,1,0,1.0,0.25,1.0,0.5,0.8125,NFC North,NFC North,1,0.697421614,0.30257838600000003,0
2008-11-16,2008,11,0,GB,37.0,3.0,CHI,GB,-3.5,43.0,Lambeau Field,0,32.0,11.0,67,,1,0,0.0,0.5555555555555556,0.4444444444444444,0.8125,0.4375,NFC North,NFC North,1,0.623482986,0.376517014,1
2009-09-13,2009,1,0,GB,21.0,15.0,CHI,GB,-5.0,47.0,Lambeau Field,0,80.0,5.0,69,,1,0,0.0,0.0,0.0,0.375,0.5625,NFC North,NFC North,1,0.560913042,0.43908695799999997,1
2011-01-02,2010,17,0,GB,10.0,3.0,CHI,GB,-10.5,43.5,Lambeau Field,0,19.0,1.0,49,,1,0,0.0,0.7333333333333333,0.6,0.6875,0.4375,NFC North,NFC North,1,0.630411136,0.36958886399999996,1
2011-12-25,2011,16,0,GB,35.0,21.0,CHI,GB,-13.0,42.0,Lambeau Field,0,37.0,1.0,64,,1,0,1.0,0.5,0.9285714285714286,0.625,0.6875,NFC North,NFC North,1,0.862371222,0.137628778,1
2012-09-13,2012,2,0,GB,23.0,10.0,CHI,GB,-5.5,51.0,Lambeau Field,0,60.0,3.0,67,,1,0,0.0,1.0,0.0,0.9375,0.5,NFC North,NFC North,1,0.708227058,0.291772942,1
2013-11-04,2013,9,0,GB,20.0,27.0,CHI,GB,-9.5,50.5,Lambeau Field,0,49.0,6.0,77,,1,0,0.0,0.5714285714285714,0.7142857142857143,0.6875,0.625,NFC North,NFC North,1,0.7471870409999999,0.252812959,0
2014-11-09,2014,10,0,GB,55.0,14.0,CHI,GB,-9.5,54.0,Lambeau Field,0,32.0,6.0,,,1,0,1.0,0.375,0.625,0.5333333333333333,0.5,NFC North,NFC North,1,0.71777134,0.28222866,1
2015-11-26,2015,12,0,GB,13.0,17.0,CHI,GB,-8.0,45.0,Lambeau Field,0,35.0,10.0,,Rain,1,0,0.0,0.4,0.7,0.75,0.3125,NFC North,NFC North,1,0.831649305,0.168350695,0
2016-10-20,2016,7,0,GB,26.0,10.0,CHI,GB,-7.5,46.5,Lambeau Field,0,47.0,3.0,,,1,0,0.0,0.16666666666666666,0.6,0.625,0.375,NFC North,NFC North,1,0.805577787,0.194422213,1
2017-09-28,2017,4,0,GB,35.0,14.0,CHI,GB,-7.5,44.5,Lambeau Field,0,59.0,8.0,,,1,0,1.0,0.3333333333333333,0.6666666666666666,0.625,0.1875,NFC North,NFC North,1,0.8206763770000001,0.17932362300000002,1
2018-09-09,2018,1,0,GB,24.0,23.0,CHI,GB,-6.5,45.0,Lambeau Field,0,62.0,10.0,,,1,0,1.0,0.0,0.0,0.4375,0.3125,NFC North,NFC North,1,0.630539239,0.369460761,1
2004-12-12,2004,14,0,JAX,22.0,3.0,CHI,JAX,-7.0,34.0,EverBank Field,0,49.0,9.0,62,,1,0,0.0,0.4166666666666667,0.5,0.3125,0.4375,AFC South,NFC North,0,0.581470998,0.41852900200000004,1
2012-10-07,2012,5,0,JAX,3.0,41.0,CHI,CHI,-6.5,40.0,EverBank Field,0,88.0,6.0,53,,0,1,1.0,0.75,0.25,0.3125,0.5,AFC South,NFC North,0,0.373624185,0.626375815,0
2003-12-28,2003,17,0,KC,31.0,3.0,CHI,KC,-7.5,43.5,Arrowhead Stadium,0,44.0,12.0,70,,1,0,0.0,0.4666666666666667,0.8,0.5,0.25,AFC West,NFC North,0,0.753479115,0.246520885,1
2015-10-11,2015,5,0,KC,17.0,18.0,CHI,KC,-9.5,44.5,Arrowhead Stadium,0,80.0,11.0,,,1,0,0.0,0.25,0.25,0.5625,0.3125,AFC West,NFC North,0,0.7515907709999999,0.24840922899999998,0
2001-11-25,2001,11,0,MIN,6.0,13.0,CHI,MIN,-3.0,45.0,Hubert H. Humphrey Metrodome,0,72.0,0.0,,DOME,1,0,0.0,0.7777777777777778,0.4444444444444444,0.6875,0.3125,NFC North,NFC North,1,0.555332385,0.444667615,0
2002-10-27,2002,8,0,MIN,25.0,7.0,CHI,MIN,-2.0,46.0,Hubert H. Humphrey Metrodome,0,72.0,0.0,,DOME,1,0,0.0,0.3333333333333333,0.16666666666666666,0.3125,0.8125,NFC North,NFC North,1,0.43486372700000003,0.565136273,1
2003-09-14,2003,2,0,MIN,24.0,13.0,CHI,MIN,-9.0,44.5,Hubert H. Humphrey Metrodome,0,72.0,0.0,,DOME,1,0,0.0,0.0,1.0,0.375,0.25,NFC North,NFC North,1,0.6895812509999999,0.310418749,1
2004-09-26,2004,3,0,MIN,27.0,22.0,CHI,MIN,-12.0,45.0,Hubert H. Humphrey Metrodome,0,72.0,0.0,,DOME,1,0,1.0,0.5,0.5,0.5625,0.4375,NFC North,NFC North,1,0.64143248,0.35856752,1
2006-01-01,2005,17,0,MIN,34.0,10.0,CHI,MIN,-3.0,35.0,Hubert H. Humphrey Metrodome,0,72.0,0.0,,DOME,1,0,1.0,0.7333333333333333,0.5333333333333333,0.5,0.3125,NFC North,NFC North,1,0.46799328100000004,0.532006719,1
2006-09-24,2006,3,0,MIN,16.0,19.0,CHI,CHI,-3.5,35.0,Hubert H. Humphrey Metrodome,0,72.0,0.0,,DOME,0,1,0.0,1.0,1.0,0.5625,0.6875,NFC North,NFC North,1,0.568877179,0.431122821,0
2007-12-17,2007,15,0,MIN,20.0,13.0,CHI,MIN,-10.5,43.5,Hubert H. Humphrey Metrodome,0,72.0,0.0,,DOME,1,0,0.0,0.38461538461538464,0.5384615384615384,0.375,0.8125,NFC North,NFC North,1,0.696816323,0.303183677,1
2008-11-30,2008,13,0,MIN,34.0,14.0,CHI,MIN,-5.0,42.5,Hubert H. Humphrey Metrodome,0,72.0,0.0,,DOME,1,0,1.0,0.5454545454545454,0.5454545454545454,0.5,0.4375,NFC North,NFC North,1,0.5940927810000001,0.405907219,1
2009-11-29,2009,12,0,MIN,36.0,10.0,CHI,MIN,-10.0,47.0,Mall of America Field,0,72.0,0.0,,DOME,1,0,0.0,0.4,0.9,0.625,0.5625,NFC North,NFC North,1,0.807449243,0.192550757,1
2010-12-20,2010,15,0,MIN,14.0,40.0,CHI,CHI,-7.0,33.0,TCF Bank Stadium,0,23.0,1.0,,Snow | Fog,0,1,1.0,0.6923076923076923,0.38461538461538464,0.75,0.4375,NFC North,NFC North,1,0.501914015,0.498085985,0
2012-01-01,2011,17,0,MIN,13.0,17.0,CHI,MIN,-2.5,42.0,Mall of America Field,0,72.0,0.0,,DOME,1,0,0.0,0.4666666666666667,0.2,0.375,0.6875,NFC North,NFC North,1,0.454292132,0.5457078679999999,0
2012-12-09,2012,14,0,MIN,21.0,14.0,CHI,CHI,-1.5,40.5,Mall of America Field,0,72.0,0.0,,DOME,0,1,0.0,0.6666666666666666,0.5,0.1875,0.5,NFC North,NFC North,1,0.42466884,0.57533116,1
2013-12-01,2013,13,0,MIN,23.0,20.0,CHI,MIN,-1.0,50.5,Mall of America Field,0,72.0,0.0,,DOME,1,0,0.0,0.5454545454545454,0.2,0.625,0.625,NFC North,NFC North,1,0.458642421,0.541357579,1
2014-12-28,2014,17,0,MIN,13.0,9.0,CHI,MIN,-7.0,47.5,TCF Bank Stadium,0,22.0,4.0,,,1,0,0.0,0.3333333333333333,0.4,0.3333333333333333,0.5,NFC North,NFC North,1,0.6862928220000001,0.31370717800000003,1
2015-12-20,2015,15,0,MIN,38.0,17.0,CHI,MIN,-4.0,44.0,TCF Bank Stadium,0,36.0,3.0,,,1,0,1.0,0.38461538461538464,0.6153846153846154,0.4375,0.3125,NFC North,NFC North,1,0.735685398,0.264314602,1
2017-01-01,2016,17,0,MIN,38.0,10.0,CHI,MIN,-6.0,44.0,U.S. Bank Stadium,0,72.0,0.0,,DOME,1,0,1.0,0.2,0.4666666666666667,0.6875,0.375,NFC North,NFC North,1,0.767834131,0.232165869,1
2017-12-31,2017,17,0,MIN,23.0,10.0,CHI,MIN,-13.5,38.5,U.S. Bank Stadium,0,72.0,0.0,,DOME,1,0,0.0,0.3333333333333333,0.8,0.5,0.1875,NFC North,NFC North,1,0.8532491870000001,0.146750813,1
2018-12-30,2018,17,0,MIN,10.0,24.0,CHI,MIN,-6.0,40.5,U.S. Bank Stadium,0,72.0,0.0,,DOME,1,0,0.0,0.7333333333333333,0.5714285714285714,0.8125,0.3125,NFC North,NFC North,1,0.5607011820000001,0.439298818,0
2006-11-19,2006,11,0,NYJ,0.0,10.0,CHI,CHI,-5.5,40.5,Giants Stadium,0,47.0,12.0,58,,0,1,0.0,0.8888888888888888,0.5555555555555556,0.25,0.6875,AFC East,NFC North,0,0.39414097200000003,0.605859028,0
2014-09-22,2014,3,0,NYJ,19.0,27.0,CHI,NYJ,-1.5,45.0,MetLife Stadium,0,56.0,4.0,,,1,0,1.0,0.5,0.5,0.5,0.5,AFC East,NFC North,0,0.513354695,0.486645305,0
2007-10-21,2007,7,0,PHI,16.0,19.0,CHI,PHI,-5.5,43.0,Lincoln Financial Field,0,63.0,8.0,52,,1,0,0.0,0.3333333333333333,0.4,0.625,0.8125,NFC East,NFC North,0,0.598558868,0.40144113200000003,0
2011-11-07,2011,9,0,PHI,24.0,30.0,CHI,PHI,-8.0,47.5,Lincoln Financial Field,0,51.0,2.0,74,,1,0,1.0,0.5714285714285714,0.42857142857142855,0.625,0.6875,NFC East,NFC North,0,0.5735200579999999,0.42647994200000006,0
2013-12-22,2013,16,0,PHI,54.0,11.0,CHI,PHI,-3.0,55.0,Lincoln Financial Field,0,62.0,5.0,82,,1,0,1.0,0.5714285714285714,0.5714285714285714,0.25,0.625,NFC East,NFC North,0,0.5314004210000001,0.468599579,1
2017-11-26,2017,12,0,PHI,31.0,3.0,CHI,PHI,-13.5,44.0,Lincoln Financial Field,0,49.0,17.0,,,1,0,0.0,0.3,0.9,0.4375,0.1875,NFC East,NFC North,0,0.875136659,0.124863341,1
2007-09-09,2007,1,0,LAC,14.0,3.0,CHI,LAC,-6.0,42.5,Qualcomm Stadium,0,69.0,9.0,68,,1,0,0.0,0.0,0.0,0.875,0.8125,AFC West,NFC North,0,0.6868700640000001,0.313129936,1
2015-11-09,2015,9,0,LAC,19.0,22.0,CHI,LAC,-3.5,49.5,Qualcomm Stadium,0,61.0,7.0,,,1,0,0.0,0.2857142857142857,0.25,0.5625,0.3125,AFC West,NFC North,0,0.676752108,0.323247892,0
2003-09-07,2003,1,0,SF,49.0,7.0,CHI,SF,-6.5,40.5,Candlestick Park,0,63.0,15.0,75,,1,0,1.0,0.0,0.0,0.625,0.25,NFC West,NFC North,0,0.713874357,0.286125643,1
2009-11-12,2009,10,0,SF,10.0,6.0,CHI,SF,-3.0,43.5,Candlestick Park,0,60.0,14.0,67,,1,0,0.0,0.5,0.375,0.4375,0.5625,NFC West,NFC North,0,0.513154798,0.48684520200000003,1
2012-11-19,2012,11,0,SF,32.0,7.0,CHI,SF,-5.0,35.0,Candlestick Park,0,64.0,2.0,52,,1,0,1.0,0.7777777777777778,0.75,0.8125,0.5,NFC West,NFC North,0,0.6371023229999999,0.36289767700000003,1
2014-09-14,2014,2,0,SF,20.0,28.0,CHI,SF,-7.0,47.5,Levi's Stadium,0,73.0,9.0,,,1,0,1.0,0.0,1.0,0.75,0.5,NFC West,NFC North,0,0.8138913940000001,0.186108606,0
2018-12-23,2018,16,0,SF,9.0,14.0,CHI,CHI,-4.0,44.0,Levi's Stadium,0,50.0,5.0,,,0,1,0.0,0.7142857142857143,0.2857142857142857,0.375,0.3125,NFC West,NFC North,0,0.316871088,0.683128912,0
2004-11-14,2004,10,0,TEN,17.0,19.0,CHI,TEN,-5.5,34.0,Nissan Stadium,0,49.0,9.0,61,,1,0,1.0,0.375,0.375,0.75,0.4375,AFC South,NFC North,0,0.660555223,0.33944477700000003,0
2012-11-04,2012,9,0,TEN,20.0,51.0,CHI,CHI,-5.0,43.5,Nissan Stadium,0,51.0,6.0,63,,0,1,1.0,0.8571428571428571,0.375,0.5625,0.5,AFC South,NFC North,0,0.365364775,0.634635225,0
2003-11-23,2003,12,0,DEN,10.0,19.0,CHI,DEN,-10.5,38.5,Sports Authority Field at Mile High,0,8.0,9.0,70,,1,0,0.0,0.3,0.6,0.5625,0.25,AFC West,NFC North,0,0.7907657220000001,0.209234278,0
2011-12-11,2011,14,0,DEN,13.0,10.0,CHI,DEN,-3.5,35.5,Sports Authority Field at Mile High,0,50.0,7.0,22,,1,0,0.0,0.5833333333333334,0.5833333333333334,0.25,0.6875,AFC West,NFC North,0,0.48386592100000003,0.516134079,1
2006-10-16,2006,6,0,ARI,23.0,24.0,CHI,CHI,-13.0,40.5,University of Phoenix Stadium,0,72.0,0.0,,DOME,0,1,1.0,1.0,0.2,0.3125,0.6875,NFC West,NFC North,0,0.263556814,0.7364431859999999,0
2012-12-23,2012,16,0,ARI,13.0,28.0,CHI,CHI,-7.0,36.5,University of Phoenix Stadium,0,72.0,0.0,,DOME,0,1,1.0,0.5714285714285714,0.35714285714285715,0.5,0.5,NFC West,NFC North,0,0.443233795,0.556766205,0
2018-09-23,2018,3,0,ARI,14.0,16.0,CHI,CHI,-5.5,39.0,University of Phoenix Stadium,0,72.0,0.0,,DOME,0,1,0.0,0.5,0.0,0.5,0.3125,NFC West,NFC North,0,0.545627811,0.454372189,0
2001-10-07,2001,4,0,ATL,3.0,31.0,CHI,ATL,-3.5,39.5,Georgia Dome,0,72.0,0.0,,DOME,1,0,0.0,0.5,0.6666666666666666,0.25,0.3125,NFC South,NFC North,0,0.610725446,0.389274554,0
2002-09-15,2002,2,0,ATL,13.0,14.0,CHI,ATL,-2.5,45.0,Georgia Dome,0,72.0,0.0,,DOME,1,0,0.0,1.0,0.0,0.4375,0.8125,NFC South,NFC North,0,0.374517795,0.625482205,0
2008-10-12,2008,6,0,ATL,22.0,20.0,CHI,CHI,-3.0,43.5,Georgia Dome,0,72.0,0.0,,DOME,0,1,0.0,0.6,0.6,0.25,0.4375,NFC South,NFC North,0,0.400510597,0.599489403,1
2009-10-18,2009,6,0,ATL,21.0,14.0,CHI,ATL,-3.5,45.5,Georgia Dome,0,72.0,0.0,,DOME,1,0,0.0,0.75,0.75,0.6875,0.5625,NFC South,NFC North,0,0.62860942,0.37139058,1
2014-10-12,2014,6,0,ATL,13.0,27.0,CHI,ATL,-3.5,56.0,Georgia Dome,0,72.0,0.0,,DOME,1,0,0.0,0.4,0.4,0.25,0.5,NFC South,NFC North,0,0.545931912,0.454068088,0
2007-02-04,2006,21,1,IND,29.0,17.0,CHI,IND,-7.0,47.0,Dolphin Stadium,1,,,,,1,0,0.0,0.8125,0.75,0.875,0.6875,AFC South,NFC North,0,0.613894361,0.386105639,1
2008-09-07,2008,1,0,IND,13.0,29.0,CHI,IND,-10.0,44.0,Lucas Oil Stadium,0,72.0,0.0,,DOME,1,0,0.0,0.0,0.0,0.8125,0.4375,AFC South,NFC North,0,0.748801646,0.251198354,0
2016-10-09,2016,5,0,IND,29.0,23.0,CHI,IND,-4.0,47.5,Lucas Oil Stadium,0,72.0,0.0,,DOME,1,0,1.0,0.25,0.25,0.5,0.375,AFC South,NFC North,0,0.656012139,0.343987861,1
2002-12-09,2002,14,0,MIA,27.0,9.0,CHI,MIA,-10.5,37.0,Sun Life Stadium,0,76.0,16.0,80,,1,0,0.0,0.25,0.5833333333333334,0.6875,0.8125,AFC East,NFC North,0,0.73768374,0.26231626,1
2010-11-18,2010,11,0,MIA,0.0,16.0,CHI,MIA,-2.0,40.0,Sun Life Stadium,0,80.0,8.0,77,,1,0,0.0,0.6666666666666666,0.5555555555555556,0.4375,0.4375,AFC East,NFC North,0,0.59226468,0.40773532,0
2018-10-14,2018,6,0,MIA,31.0,28.0,CHI,CHI,-7.5,40.5,Hard Rock Stadium,0,89.0,8.0,,,0,1,1.0,0.75,0.6,0.375,0.3125,AFC East,NFC North,0,0.544752213,0.455247787,1
2006-11-26,2006,12,0,NE,17.0,13.0,CHI,NE,-3.5,38.0,Gillette Stadium,0,45.0,9.0,75,,1,0,0.0,0.9,0.7,0.625,0.6875,AFC East,NFC North,0,0.625165259,0.374834741,1
2014-10-26,2014,8,0,NE,51.0,23.0,CHI,NE,-6.0,52.0,Gillette Stadium,0,57.0,14.0,,,1,0,1.0,0.42857142857142855,0.7142857142857143,0.75,0.5,AFC East,NFC North,0,0.790508448,0.209491552,1
2003-10-19,2003,7,0,SEA,24.0,17.0,CHI,SEA,-11.0,41.5,CenturyLink Field,0,60.0,10.0,78,,1,0,0.0,0.2,0.8,0.4375,0.25,NFC West,NFC North,0,0.782719343,0.217280657,1
2007-11-18,2007,11,0,SEA,30.0,23.0,CHI,SEA,-5.5,37.5,CenturyLink Field,0,45.0,12.0,81,,1,0,1.0,0.4444444444444444,0.5555555555555556,0.5625,0.8125,NFC West,NFC North,0,0.588041774,0.41195822600000004,1
2009-09-27,2009,3,0,SEA,19.0,25.0,CHI,CHI,-2.5,37.5,CenturyLink Field,0,61.0,11.0,62,,0,1,1.0,0.5,0.5,0.25,0.5625,NFC West,NFC North,0,0.472411419,0.5275885810000001,0
2015-09-27,2015,3,0,SEA,26.0,0.0,CHI,SEA,-16.5,43.5,CenturyLink Field,0,62.0,7.0,,,1,0,0.0,0.0,0.0,0.75,0.3125,NFC West,NFC North,0,0.8622855490000001,0.137714451,1
2002-12-22,2002,16,0,CAR,24.0,14.0,CHI,CAR,-4.0,36.5,Bank of America Stadium,0,48.0,9.0,49,,1,0,1.0,0.2857142857142857,0.35714285714285715,0.0625,0.8125,NFC South,NFC North,0,0.5154411170000001,0.484558883,1
2008-09-14,2008,2,0,CAR,20.0,17.0,CHI,CAR,-3.0,37.5,Bank of America Stadium,0,78.0,10.0,77,,1,0,0.0,1.0,1.0,0.4375,0.4375,NFC South,NFC North,0,0.497382272,0.5026177279999999,1
2010-10-10,2010,5,0,CAR,6.0,23.0,CHI,CAR,-3.0,33.0,Bank of America Stadium,0,81.0,2.0,29,,1,0,0.0,0.75,0.0,0.5,0.4375,NFC South,NFC North,0,0.533823608,0.46617639200000005,0
2014-10-05,2014,5,0,CAR,31.0,24.0,CHI,CAR,-1.5,47.0,Bank of America Stadium,0,63.0,7.0,,,1,0,1.0,0.5,0.5,0.75,0.5,NFC South,NFC North,0,0.645127126,0.354872874,1
2004-11-07,2004,9,0,NYG,21.0,28.0,CHI,NYG,-9.0,34.5,Giants Stadium,0,59.0,12.0,45,,1,0,1.0,0.2857142857142857,0.7142857142857143,0.25,0.4375,NFC East,NFC North,0,0.695495203,0.304504797,0
2006-11-12,2006,10,0,NYG,20.0,38.0,CHI,NYG,-1.0,37.5,Giants Stadium,0,60.0,12.0,86,,1,0,1.0,0.875,0.75,0.6875,0.6875,NFC East,NFC North,0,0.637488199,0.362511801,0
2010-10-03,2010,4,0,NYG,17.0,3.0,CHI,NYG,-3.5,44.0,MetLife Stadium,0,59.0,1.0,52,,1,0,0.0,1.0,0.3333333333333333,0.5,0.4375,NFC East,NFC North,0,0.509514284,0.490485716,1
2016-11-20,2016,11,0,NYG,22.0,16.0,CHI,NYG,-7.0,41.5,MetLife Stadium,0,40.0,12.0,,,1,0,0.0,0.2222222222222222,0.6666666666666666,0.375,0.375,NFC East,NFC North,0,0.75270768,0.24729232,1
2018-12-02,2018,13,0,NYG,30.0,27.0,CHI,CHI,-4.0,44.0,MetLife Stadium,0,52.0,3.0,,Fog,0,1,1.0,0.7272727272727273,0.2727272727272727,0.1875,0.3125,NFC East,NFC North,0,0.313333765,0.686666235,1
2007-11-11,2007,10,0,OAK,6.0,17.0,CHI,CHI,-3.5,38.0,Oakland Coliseum,0,58.0,11.0,86,,0,1,0.0,0.375,0.25,0.125,0.8125,AFC West,NFC North,0,0.367825575,0.632174425,0
2011-11-27,2011,12,0,OAK,25.0,20.0,CHI,OAK,-3.0,41.0,Oakland Coliseum,0,60.0,6.0,76,,1,0,1.0,0.7,0.6,0.5,0.6875,AFC West,NFC North,0,0.423507531,0.576492469,1
2002-11-18,2002,11,0,LAR,21.0,16.0,CHI,LAR,-10.5,43.5,Edward Jones Dome,0,72.0,0.0,,DOME,1,0,0.0,0.2222222222222222,0.4444444444444444,0.875,0.8125,NFC West,NFC North,0,0.79948188,0.20051812,1
2006-12-11,2006,14,0,LAR,27.0,42.0,CHI,CHI,-6.5,41.5,Edward Jones Dome,0,72.0,0.0,,DOME,0,1,1.0,0.8333333333333334,0.4166666666666667,0.375,0.6875,NFC West,NFC North,0,0.257222405,0.742777595,0
2008-11-23,2008,12,0,LAR,3.0,27.0,CHI,CHI,-7.0,44.5,Edward Jones Dome,0,72.0,0.0,,DOME,0,1,0.0,0.5,0.2,0.1875,0.4375,NFC West,NFC North,0,0.32151324800000003,0.6784867520000001,0
2013-11-24,2013,12,0,LAR,42.0,21.0,CHI,LAR,-1.5,45.0,Edward Jones Dome,0,72.0,0.0,,DOME,1,0,1.0,0.6,0.4,0.4666666666666667,0.625,NFC West,NFC North,0,0.496599422,0.5034005779999999,1
2015-11-15,2015,10,0,LAR,13.0,37.0,CHI,LAR,-7.0,42.5,Edward Jones Dome,0,72.0,0.0,,DOME,1,0,1.0,0.375,0.5,0.375,0.3125,NFC West,NFC North,0,0.7141840629999999,0.285815937,0
2001-12-23,2001,15,0,WAS,15.0,20.0,CHI,WAS,-1.0,33.0,FedEx Field,0,41.0,11.0,58,,1,0,1.0,0.7692307692307693,0.46153846153846156,0.5,0.3125,NFC East,NFC North,0,0.460915804,0.539084196,0
2005-09-11,2005,1,0,WAS,9.0,7.0,CHI,WAS,-6.0,33.0,FedEx Field,0,73.0,6.0,55,,1,0,0.0,0.0,0.0,0.375,0.3125,NFC East,NFC North,0,0.657488239,0.342511761,1
2007-12-06,2007,14,0,WAS,24.0,16.0,CHI,WAS,-3.0,40.0,FedEx Field,0,29.0,12.0,63,,1,0,0.0,0.4166666666666667,0.4166666666666667,0.3125,0.8125,NFC East,NFC North,0,0.529328571,0.470671429,1
2013-10-20,2013,7,0,WAS,45.0,41.0,CHI,CHI,-1.0,48.0,FedEx Field,0,62.0,8.0,39,,0,1,1.0,0.6666666666666666,0.2,0.625,0.625,NFC East,NFC North,0,0.469849733,0.530150267,1
